iter	MultiClass
459	0.004954715406
460	0.004938009971
461	0.004928486643
462	0.004918038096
463	0.004904580094
464	0.004894037551
465	0.004873021335
466	0.004865001488
467	0.00484110994
468	0.004825318761
469	0.004816984526
470	0.004810754701
471	0.004791512439
472	0.004783116126
473	0.004773563408
474	0.004748187897
475	0.004726243442
476	0.004717387556
477	0.004698601894
478	0.00468544551
479	0.004677519038
480	0.004663629523
481	0.004644982992
482	0.0046362218
483	0.00462559221
484	0.004616543063
485	0.00460875651
486	0.004598715216
487	0.004590686798
488	0.004580722313
489	0.004560634644
490	0.004546706636
491	0.004534986311
492	0.004527703228
493	0.00451325813
494	0.004504274525
495	0.004492689079
496	0.004481465155
497	0.004469442328
498	0.004455535559
499	0.004447220801
500	0.004438649215
501	0.00443111156
502	0.004422057552
503	0.004409513223
504	0.004400598048
505	0.004392726426
506	0.004375356779
507	0.004364730774
508	0.004351944747
509	0.004331832131
510	0.004318250519
511	0.004311294248
512	0.004304047927
513	0.004297360308
514	0.004291461815
515	0.004286130494
516	0.004276107753
517	0.004268185263
518	0.004260635647
519	0.004254704479
520	0.004245455781
521	0.004234712643
522	0.004227247878
523	0.004218905236
524	0.004210506128
525	0.004201478044
526	0.004192580597
527	0.004187600001
528	0.004175821214
529	0.004167838746
530	0.004156801547
531	0.00414923688
532	0.004139901441
533	0.004129653706
534	0.004123646769
535	0.004116461048
536	0.004107796785
537	0.004100091434
538	0.004091800489
539	0.004084011277
540	0.004078718319
541	0.00406950908
542	0.004059680955
543	0.004050476279
544	0.004042717715
545	0.004031288096
546	0.004020894859
547	0.004008971907
548	0.003998503757
549	0.003992601251
550	0.003986359271
551	0.003979904982
552	0.003973116755
553	0.003967350012
554	0.003960206892
555	0.003942610794
556	0.003936888067
557	0.003930576113
558	0.003917676756
559	0.003912926191
560	0.003902211175
561	0.003894910624
562	0.003888189519
563	0.003879927025
564	0.003874163344
565	0.003867602443
566	0.003862338021
567	0.003857656544
568	0.003847872993
569	0.003840346331
570	0.003834418084
571	0.003825306709
572	0.003817981109
573	0.003805511783
574	0.003798002416
575	0.003790650432
576	0.003784713437
577	0.003774129913
578	0.003765880366
579	0.003760323139
580	0.003754687679
581	0.003749862162
582	0.003746045018
583	0.003736212884
584	0.003730429166
585	0.003725779449
586	0.003711363536
587	0.003706355914
588	0.003698190948
589	0.003688080875
590	0.003678462334
591	0.003666617543
592	0.00366210486
593	0.003657485597
594	0.003653693265
595	0.003649112543
596	0.003639739369
597	0.003634994047
598	0.003630447354
599	0.003625148587
600	0.003613925735
601	0.003607265795
602	0.003603813965
603	0.003597713064
604	0.003593314031
605	0.003589599124
606	0.003586098909
607	0.003577542258
608	0.003570536755
609	0.003564635048
610	0.003554270828
611	0.003550129313
612	0.003544513892
613	0.003536371858
614	0.003532696197
615	0.003525094978
616	0.003519761198
617	0.003513278492
618	0.003508769573
619	0.003503014384
620	0.003498533552
621	0.003489488833
622	0.003484470292
623	0.003479039682
624	0.003467340127
625	0.003461608173
626	0.003452700375
627	0.00344782281
628	0.003442503426
629	0.003436595758
630	0.003433387649
631	0.003428168027
632	0.003421482854
633	0.003415852826
634	0.003410362945
635	0.003402062016
636	0.003396905631
637	0.003390253007
638	0.003383174115
639	0.003374714978
640	0.003370371294
641	0.003363958332
642	0.003357858229
643	0.003349862857
644	0.003345318977
645	0.003341183532
646	0.003335753132
647	0.00333025538
648	0.003325503615
649	0.003318393721
650	0.003314285137
651	0.003306971077
652	0.003296076866
653	0.003290926591
654	0.003283445601
655	0.00328013321
656	0.003272944482
657	0.003266760019
658	0.003259864068
659	0.003255644448
660	0.003249239626
661	0.003242149653
662	0.003237653356
663	0.003233569087
664	0.003230403476
665	0.003226415196
666	0.003221371374
667	0.003215895806
668	0.003211803167
669	0.003207505577
670	0.003199889402
671	0.003195326227
672	0.003188062871
673	0.003181983149
674	0.003169888401
675	0.003165630413
676	0.003161936521
677	0.00315927598
678	0.003155307962
679	0.00314899783
680	0.003145957247
681	0.003141013811
682	0.003134037017
683	0.003127919539
684	0.003123528204
685	0.0031192844
686	0.003115800878
687	0.003111378392
688	0.003105014398
689	0.003097696668
690	0.003093125387
691	0.003088929002
692	0.003080678531
693	0.003075830787
694	0.003071751379
695	0.003065389554
696	0.003061404104
697	0.003056485523
698	0.003046717082
699	0.003037065049
700	0.003032600441
701	0.003028408543
702	0.00302390596
703	0.003019506301
704	0.003016292301
705	0.003012202795
706	0.003007964715
707	0.003004861038
708	0.002998846942
709	0.002994709231
710	0.002989141158
711	0.002985507567
712	0.002982509483
713	0.002978503552
714	0.002974554862
715	0.002970715274
716	0.002965164101
717	0.002960442087
718	0.00295641283
719	0.002951947416
720	0.002943938137
721	0.002938134253
722	0.002935657614
723	0.002928208117
724	0.002925011038
725	0.002918984728
726	0.002914772297
727	0.002910961419
728	0.002907330557
729	0.002901614366
730	0.002898827023
731	0.002891758165
732	0.002889125861
733	0.002883228596
734	0.002878285497
735	0.002872891788
736	0.002869754335
737	0.002864394087
738	0.002861501638
739	0.002857008652
740	0.002853606682
741	0.002849691364
742	0.002843805776
743	0.002838422531
744	0.002834812805
745	0.002829066081
746	0.002825518705
747	0.002822775062
748	0.002819819929
749	0.002817094295
750	0.002814282846
751	0.002810696261
752	0.002806501447
753	0.002802972948
754	0.002797277109
755	0.002790250832
756	0.00278210693
757	0.002778760294
758	0.002774333216
759	0.002772105067
760	0.00276797987
761	0.002763465534
762	0.002761027314
763	0.002758611355
764	0.002755778494
765	0.002752408016
766	0.002749610849
767	0.002744577846
768	0.002741307426
769	0.002735792624
770	0.002732033182
771	0.00272821565
772	0.002724993789
773	0.002720346543
774	0.002715573119
775	0.002710422818
776	0.002706985561
777	0.002703924425
778	0.002700230205
779	0.002697421872
780	0.002694444336
781	0.002688536307
782	0.002680900861
783	0.002677578454
784	0.002672913511
785	0.002667819997
786	0.002664678559
787	0.002662270811
788	0.002659702592
789	0.002654673919
790	0.002651608234
791	0.002649438252
792	0.002646247235
793	0.002644111344
794	0.002639587252
795	0.002635065727
796	0.00263070407
797	0.002627694513
798	0.002625601552
799	0.00262172733
800	0.002617107481
801	0.00261327671
802	0.002608441743
803	0.00260658854
804	0.002604771916
805	0.002602023099
806	0.002598937646
807	0.00259628525
808	0.002592633043
809	0.00258971816
810	0.002586813094
811	0.002579818242
812	0.002577537057
813	0.002575094535
814	0.002570651568
815	0.002567168622
816	0.002564032018
817	0.002561132542
818	0.002558241016
819	0.00255514493
820	0.002552041911
821	0.002549750155
822	0.002547243953
823	0.002541406338
824	0.002536979636
825	0.002532963553
826	0.002528452882
827	0.002523966504
828	0.002520914643
829	0.002518022476
830	0.002515688061
831	0.002513124179
832	0.0025105585
833	0.002508534168
834	0.002506431196
835	0.002503352038
836	0.002501080828
837	0.002498638369
838	0.002495854842
839	0.002493278763
840	0.002489057393
841	0.002481815097
842	0.002479522519
843	0.002477295026
844	0.002473998376
845	0.002467920793
846	0.002463362047
847	0.002459964535
848	0.002455913964
849	0.002453665388
850	0.002449989839
851	0.002446689707
852	0.002444064319
853	0.002440519544
854	0.002436716835
855	0.00243342337
856	0.002430822295
857	0.00242887968
858	0.002425035989
859	0.002422740087
860	0.002420662339
861	0.002414917827
862	0.002411911492
863	0.002409282256
864	0.002405408008
865	0.002403103615
866	0.002399291231
867	0.002397401319
868	0.002393284443
869	0.002390901898
870	0.002386836178
871	0.002384655325
872	0.002382068384
873	0.002377116252
874	0.002373230089
875	0.002369025248
876	0.002366524147
877	0.002360489651
878	0.002357242481
879	0.002354654729
880	0.00235305451
881	0.002350780525
882	0.002345091343
883	0.002343402523
884	0.002339470676
885	0.002335982042
886	0.002331224822
887	0.002328923116
888	0.002327461997
889	0.002325355234
890	0.002322016792
891	0.002318312312
892	0.002314736803
893	0.002311550706
894	0.002309027566
895	0.002306737186
896	0.002304329704
897	0.002301468381
898	0.002299380199
899	0.002296603372
900	0.002293847594
901	0.002288435167
902	0.002286100178
903	0.002282480227
904	0.00227916217
905	0.00227609882
906	0.002272702305
907	0.002269309958
908	0.002267052922
909	0.00226506075
910	0.002259860757
911	0.002255204469
912	0.002251904877
913	0.002249866314
914	0.002247337362
915	0.002245539343
916	0.002240457786
917	0.002238281803
918	0.0022364064
919	0.002233292347
920	0.002229821166
921	0.002227343962
922	0.002225035949
923	0.002222247035
924	0.002219639282
925	0.002218224063
926	0.00221690149
927	0.002214658931
928	0.002212687187
929	0.00220925437
930	0.002206470151
931	0.002204286525
932	0.002201057401
933	0.002197375001
934	0.002195120227
935	0.002192577882
936	0.002190840418
937	0.002188707366
938	0.002186818671
939	0.002184625602
940	0.002181970487
941	0.002178386801
942	0.002176531732
943	0.00217451151
944	0.002171140485
945	0.002168900319
946	0.002167286905
947	0.002165720947
948	0.002163279127
949	0.002160420806
950	0.002158075596
951	0.002156039627
952	0.002153693966
953	0.00215175555
954	0.002149398847
955	0.002147448086
956	0.002145489827
957	0.002143513884
958	0.002140055082
959	0.002137487565
960	0.002134759518
961	0.002132491442
962	0.00212890899
963	0.002127355251
964	0.00212574467
965	0.002121768035
966	0.002119259368
967	0.002116272222
968	0.00211431109
969	0.002111828877
970	0.00210937472
971	0.002106378199
972	0.002103642954
973	0.002102284046
974	0.002100288494
975	0.002096257985
976	0.002093453018
977	0.002091505299
978	0.002088480466
979	0.002085984383
980	0.002084050649
981	0.00208232437
982	0.002080768961
983	0.002079364417
984	0.002076009521
985	0.002074572156
986	0.002072909028
987	0.002070532687
988	0.002068129752
989	0.002065706188
990	0.002063842454
991	0.002060527459
992	0.002059029833
993	0.0020556641
994	0.002052512143
995	0.002051066528
996	0.00204947087
997	0.002047506092
998	0.002046002826
999	0.002044716531
